,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Google Translator,Easwaran - Google,Gandhi - Google,Purohit - Google
152,9,23,  Those who remember me at the time of death will come to me. Do not doubt this. ,"  That which the knowers of the Vedas call the Imperishable (or that word  which the knowers of the Vedas repeat), wherein the ascetics freed from  passion enter and desiring which they practice brahmacharya, that Goal (or  Word) I will declare to you in brief.   "," Those who understand the cosmic day and cosmic night know that one day of creation is a thousand cycles, and that the night is of equal length. ",O best of the Bharatas I shall now describe the time when the yogīs have departed from the time of their recurrence   ,0.23363034,0.3193844,0.27447164
153,9,24, Whatever occupies the mind at the time of death determines the destination of the dying; always they will tend toward that state of being. ,"  Closing all the gates, locking up the mind in the hridaya, fixing his breath  within the head, carried in yogic meditation;   "," At the dawning of that day all objects in manifestation stream forth from the Unmanifest, and when evening falls they are dissolved into It again. ","The fire, the light, the moon-god, the six months of the northern cycle of the sun-goddess, go there.   ",0.22352293,0.40198174,0.4588397
154,9,25," Therefore, remember me at all times and fight on. With your heart and mind intent on me, you will surely come to me. ","  Whoso departs leaving the body uttering AUM—Brahman in one  syllable—repeatedly thinking on Me, he reaches the highest state.   "," The same multitude of beings, which have lived on earth so often, all are dissolved as the night of the universe approaches, to issue forth anew when morning breaks. Thus is it ordained. ","Smoke, night, Kṛṣṇa and six months are the southern directions of the moon. .",-0.0019429671,0.108594805,0.24726602
155,9,26," When you make your mind one-pointed through regular practice of meditation, you will find the supreme glory of the Lord. ","  That yogi easily wins to Me, O Arjuna, who, ever attached to Me, constantly  remembers Me with undivided mind.   "," In truth, therefore, there is the Eternal Unmanifest, which is beyond and above the Unmanifest Spirit of Creation, which is never destroyed when all these being perish. ","When Lord Kṛṣṇa is eternally present in the universe, the Supreme Personality of Godhead, who is eternally present, attains the eternal state of the universe. .",0.3981616,0.25282177,0.4640294
156,9,27," The Lord is the supreme poet, the first cause, the sovereign ruler, subtler than the tiniest particle, the support of all, inconceivable, bright as the sun, beyond darkness. ","  Great souls, having come to Me, reach the highest perfection; they come not  again to birth, unlasting and (withal) an abode of misery.   "," The wise say that the Unmanifest and Indestructible is the highest goal of all; when once That is reached, there is no return. That is My Blessed Home. ","O son of Pṛthā, I am not deluded by the yogīs, O son of Pṛthā, at all times, O Arjuna, at all times.   ",0.35759854,0.35334182,0.27199268
157,9,28," Remembering him in this way at the time of death, through devotion and the power of meditation, with your mind completely stilled and your concentration fixed in the center of spiritual awareness between the eyebrows, you will realize the supreme Lord. ","  From the world of Brahma down, all the worlds are subject to return, O  Arjuna; but on coming to Me there is no rebirth.   "," O Arjuna! That Highest God, in Whom all beings abide, and Who pervades the entire universe, is reached only by wholehearted devotion. ","The yogī who knows all this is the first place where the fruits of the Vedas are described in the Vedas, sacrifices, austerities and gifts. .",0.3338964,0.33490282,0.41028535
158,9,29," I will tell you briefly of the eternal state all scriptures affirm, which can be entered only by those who are self-controlled and free from selfish passions. Those whose lives are dedicated to Brahman attain this supreme goal. ","  Those men indeed know what is Day and what is Night, who know that  Brahma's day lasts a thousand yugas and that his night too is a thousand yugas  long.    "," Now I will tell you, O Arjuna, of the times at which, if the mystics go forth, they do not return, and at which they go forth only to return. "," KRISHNA:  Because of your faith, I shall tell you the most profound of secrets: obtaining both jnana and vijnana, you will be free from all evil. ",0.4028147,0.30019075,0.506336
159,9,30,"  Remembering me at the time of death, close down the doors of the senses and place the mind in the heart. Then, while absorbed in meditation, focus all energy upwards to the head. ","  At the coming of Day all the manifest spring forth from the Unmanifest, and  at the coming of Night they are dissolved into that same Unmanifest.   "," If knowing the Supreme Spirit the sage goes forth with fire and light, in the daytime, in the fortnight of the waxing moon and in the six months before the Northern summer solstice, he will attain the Supreme. "," This royal knowledge, this royal secret, is the greatest purifier. Righteous and imperishable, it is a joy to practice and can be directly experienced. ",0.2512171,0.18768209,0.44222718
160,9,31," Repeating in this state the divine name, the syllable Om that represents the changeless Brahman, you will go forth from the body and attain the supreme goal. ","  This same multitude of creatures come to birth, O Arjuna, again and again;  they are dissolved at the coming of Night, whether they will or not; and at the  break of Day they are re-born.   "," But if he departs in gloom, at night, during the fortnight of the waning moon and in the six months before the Southern solstice, then he reaches but lunar light and he will be born again. "," But those who have no faith in the supreme law of life do not find me, Arjuna. They return to the world, passing from death to death. ",0.46065468,0.54926276,0.46337682
161,9,32,"  I am easily attained by the person who always remembers me and is attached to nothing else. Such a person is a true yogi, Arjuna. ","  But higher than the Unmanifest is another Unmanifest Being, everlasting,  which perishes not when all creatures perish.   "," These bright and dark paths out of the world have always existed. Whoso takes the former, returns not; he who chooses the latter, returns. ","  I pervade the entire universe in my unmanifested form. All creatures find their existence in me, but I am not limited by them. ",0.317366,0.462018,0.21661736
162,9,33, Great souls make their lives perfect and discover me; they are freed from mortality and the suffering of this separate existence. ,"  This Unmanifest, named the Imperishable, is declared to be the highest goal.  For those who reach it there is no return. That is my highest abode.   ", O Arjuna! The saint knowing these paths is not confused. Therefore meditate perpetually. ," Behold my divine mystery! These creatures do not really dwell in me, and though I bring them forth and support them, I am not confined within them. ",0.5954304,0.41023827,0.31491452
